Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,errorMessage
Asia,Indonesia,Household,Online,M,15/05/17,486404502,17/05/17,6756,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,H,11/06/12,957931268,24/06/12,2004,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,30/04/17,200506341,25/05/17,3137,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,23/09/10,326762855,23/09/10,5245,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,27/01/14,969994771,08/02/14,1863,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,03/04/16,331411445,23/04/16,866,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,18/06/17,780687892,06/08/17,1751,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,H,11/06/11,557584321,16/06/11,446,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,M,06/05/11,386176574,19/06/11,7085,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Snacks,Offline,H,11/03/13,475468385,09/04/13,516,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,16/11/13,924686467,25/12/13,4129,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,H,28/03/16,819174802,01/05/16,883,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,29/09/10,861875140,20/10/10,6862,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,M,09/05/15,871528089,28/05/15,3384,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,H,18/07/17,321422040,09/08/17,4779,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,H,17/06/16,415841805,22/06/16,5686,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,05/09/12,364460122,22/10/12,704,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,M,02/09/16,271011960,13/10/16,7316,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,H,14/05/17,989596784,23/05/17,2534,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,H,03/02/11,991415107,10/02/11,616,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,06/08/15,481105315,15/08/15,8609,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,25/02/16,287444674,06/04/16,122,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,16/09/16,687972295,05/11/16,5145,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,22/09/10,961017310,31/10/10,5233,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,M,12/03/12,444732844,05/04/12,5186,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,11/09/10,988173282,13/10/10,1288,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,24/06/15,963905942,25/07/15,43,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,M,21/01/14,418391406,12/02/14,169,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,14/07/14,897868239,17/08/14,8020,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,05/07/12,759687268,30/07/12,7199,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,M,10/06/16,911791694,25/06/16,8279,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,23/12/14,881196486,05/01/15,4477,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,H,08/11/11,759309184,17/12/11,5316,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,12/06/17,229084527,20/06/17,57,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,25/07/10,856673371,02/08/10,7543,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,25/01/12,527104556,28/01/12,806,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,H,11/12/15,134649312,09/01/16,4578,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,09/11/13,211203420,07/12/13,8640,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,M,29/05/16,847951686,07/07/16,6602,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,H,15/06/16,705162465,23/06/16,2099,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,15/06/14,750075948,27/06/14,2996,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,H,19/04/12,152070367,29/05/12,9856,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,15/11/11,184171044,19/11/11,9160,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,H,16/10/14,213441455,02/12/14,924,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,H,10/01/17,975730407,19/01/17,9165,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,07/05/12,751022660,14/06/12,3149,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,H,09/09/14,684474694,29/09/14,127,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,31/12/12,616717374,13/02/13,9231,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,M,29/04/15,154423844,08/05/15,6302,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,H,04/03/10,131802308,27/03/10,2087,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,27/10/16,779247653,03/12/16,5552,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,26/12/16,249337136,24/01/17,3254,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,17/01/17,400592267,11/02/17,3009,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,H,18/02/11,845004689,19/03/11,4520,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,M,21/12/14,131268441,29/01/15,4104,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,27/04/15,772187221,26/05/15,6213,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,M,15/01/11,523524987,25/02/11,1532,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,08/05/16,970628631,09/05/16,9436,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,M,22/02/13,470704352,02/03/13,733,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,25/02/15,672526633,19/03/15,4431,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,H,01/12/14,305819308,09/12/14,7584,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,15/04/10,256059825,04/06/10,2647,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,01/11/13,198293197,09/11/13,8218,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,13/11/10,229002559,08/12/10,5801,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,M,10/11/16,728516566,11/11/16,3096,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,27/12/13,219827687,13/01/14,753,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,H,06/04/16,482585895,25/04/16,6745,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,M,05/03/15,363134038,23/04/15,8286,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Online,M,28/06/13,298997914,18/07/13,8982,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,26/07/15,267193353,02/08/15,7306,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,H,29/03/16,557050454,19/04/16,2463,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,28/08/12,966794574,19/09/12,4854,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,12/02/14,509586083,25/02/14,6701,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,M,04/11/12,310427558,04/12/12,1268,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,M,16/05/16,696736896,27/06/16,8785,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,14/12/15,709827792,26/12/15,2672,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,M,13/11/14,388430058,21/11/14,3941,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,11/03/15,102112185,21/03/15,6120,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,02/05/10,720328748,19/05/10,139,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Online,M,28/03/16,168429267,22/04/16,818,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,05/10/10,850107753,29/10/10,4630,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Snacks,Offline,H,07/05/13,694383418,29/05/13,2339,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,H,21/08/15,220123803,09/09/15,8380,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Offline,M,27/04/12,302182662,11/05/12,1420,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,12/04/13,115385043,01/05/13,3853,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,02/08/15,255425965,12/08/15,5074,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,M,22/12/10,998219764,02/01/11,4266,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,H,14/03/14,490815341,23/04/14,2021,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,18/10/14,495678079,14/11/14,1013,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,07/01/10,610941398,24/02/10,9991,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,H,07/10/15,137752091,15/11/15,2760,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,12/07/10,792833364,13/08/10,5866,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Offline,H,01/10/11,532288300,16/11/11,4792,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Offline,H,26/02/15,878093707,01/03/15,6296,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,M,31/07/15,889680421,19/09/15,5062,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,M,31/10/11,592705810,16/12/11,3675,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,M,04/02/12,915766084,23/03/12,4389,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,28/02/10,631373393,01/04/10,6272,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,25/06/16,713507354,24/07/16,1537,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,25/12/16,760715949,28/01/17,1609,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,H,07/02/13,272180974,09/02/13,3254,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,M,02/12/15,903546798,21/01/16,8431,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,14/01/10,935803258,27/01/10,3834,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,15/12/15,880012023,20/12/15,3968,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,03/11/16,767480266,13/12/16,3321,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,14/08/15,319265973,20/09/15,6751,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,02/04/10,192219817,25/04/10,970,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,31/03/15,966810023,18/04/15,9425,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,H,30/03/14,142459046,27/04/14,5652,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,04/12/12,611913001,29/12/12,7510,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,26/03/13,241683185,25/04/13,8280,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,H,16/03/13,578272092,29/04/13,2417,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,06/03/14,324211966,22/04/14,380,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,M,12/06/11,867017257,10/07/11,8528,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,H,01/11/13,638788306,12/11/13,510,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Household,Offline,M,23/08/16,607600867,28/08/16,1454,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,08/02/16,810550534,24/03/16,8770,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,09/04/11,988312327,27/05/11,2435,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,H,08/08/10,234385001,16/09/10,8585,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,24/08/16,659474790,05/09/16,2100,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,H,26/11/11,874078977,19/12/11,8248,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,H,25/03/12,749640786,09/05/12,4222,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,06/02/16,528313910,20/02/16,8681,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Household,Online,M,01/09/13,478949248,26/09/13,581,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,H,18/03/14,803869473,27/03/14,1696,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,23/02/12,995035016,12/03/12,1828,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,M,06/05/10,858633315,21/06/10,7534,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Offline,M,20/02/15,386668813,04/04/15,2749,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,23/05/11,937820279,24/06/11,716,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,H,30/01/12,233100545,25/02/12,8486,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,H,27/05/17,966062009,11/06/17,8071,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,M,08/01/12,990031945,04/02/12,1308,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,M,08/03/16,378480994,16/03/16,9792,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,M,27/08/13,367840993,04/10/13,1179,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,M,02/04/16,454287087,06/04/16,2499,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,29/08/16,857957828,19/09/16,7642,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Offline,H,06/09/14,344224250,15/09/14,2460,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,H,07/02/16,501117599,01/03/16,688,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,08/01/15,956844222,12/02/15,323,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,M,03/05/11,937621581,13/05/11,1917,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,09/11/10,244391143,29/11/10,9625,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,M,08/11/12,683660161,08/12/12,9089,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,H,02/01/17,289443671,11/02/17,1669,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,M,15/10/14,161567533,23/11/14,278,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,03/11/11,993134725,10/12/11,9490,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,22/05/16,427410495,21/06/16,9118,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,02/06/13,734688651,06/06/13,9553,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,04/08/11,860252940,25/08/11,6817,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,15/06/11,118191707,12/07/11,4407,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,24/09/14,633743607,29/10/14,7672,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,05/09/15,418647181,30/09/15,5859,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,M,27/09/15,985719811,04/10/15,5252,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,M,31/08/10,246391427,05/09/10,1553,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,H,20/09/14,233314692,04/11/14,1857,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Household,Online,M,23/09/10,698892962,19/10/10,6813,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,05/12/16,459388864,17/12/16,2228,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Offline,H,15/02/12,757547938,10/03/12,4124,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,21/04/16,593734490,25/04/16,8085,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,24/04/12,774557435,26/05/12,7612,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,H,05/09/12,832151544,16/10/12,989,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,17/01/11,138524997,02/03/11,1480,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,05/01/16,472579753,12/02/16,5706,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,12/05/15,130889070,27/05/15,1839,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,11/01/17,800980842,29/01/17,6885,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,09/04/17,497932851,08/05/17,8251,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,M,16/05/11,136962449,16/05/11,9087,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,18/06/13,386332356,31/07/13,3184,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,M,10/02/15,898007285,01/04/15,9166,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,H,10/10/15,625555789,10/10/15,4714,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,H,17/06/11,668692576,30/07/11,9848,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,02/05/12,968357121,18/05/12,7246,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Meat,Online,H,24/10/16,680065143,14/11/16,5243,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,25/05/17,390883529,27/06/17,9977,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,04/11/11,386076581,14/12/11,7495,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,M,01/02/10,385501086,20/02/10,7193,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,H,24/04/14,904393517,14/05/14,8994,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,14/06/12,969738996,22/06/12,6173,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,04/07/11,717144000,28/07/11,7701,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,19/07/13,236499440,26/08/13,4295,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,H,14/05/13,595241248,17/05/13,3968,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,M,30/05/16,585827338,25/06/16,8183,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,M,12/08/15,893341958,27/09/15,8592,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,02/10/12,281889712,16/11/12,6285,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,21/03/17,445860230,10/05/17,8805,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,14/05/14,869091355,11/06/14,2300,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,13/10/12,159172427,16/11/12,1513,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,H,27/09/11,167360246,15/10/11,4471,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Household,Online,M,02/11/11,155831897,14/12/11,2976,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,H,18/09/11,416574370,29/09/11,2468,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Household,Online,H,16/07/17,471493995,02/09/17,4406,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,25/10/14,776852548,26/11/14,6787,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,M,06/12/13,413388335,06/01/14,9650,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,H,22/12/10,486840951,29/12/10,5911,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Fruits,Online,H,09/12/14,333173978,01/01/15,2439,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,05/02/13,993810212,17/02/13,9381,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,18/08/12,490758264,25/08/12,5131,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,M,10/08/12,324154889,24/08/12,3490,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,M,24/07/14,561279332,12/08/14,3882,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,05/01/17,396930730,02/02/17,9478,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,M,23/04/16,296109282,22/05/16,4172,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,18/09/11,175506436,05/10/11,5110,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,23/06/12,236342370,24/06/12,7814,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,H,17/04/12,354016244,10/05/12,128,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,H,12/05/13,132115161,20/05/13,4667,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Offline,M,13/09/10,362105357,23/10/10,3877,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,M,03/01/12,625103890,22/02/12,987,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,27/12/16,126461493,10/02/17,1621,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,09/04/11,695370471,25/05/11,4430,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,M,30/07/12,110242927,11/08/12,2187,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,10/07/17,880069100,16/08/17,859,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,20/12/10,950911176,22/12/10,4603,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,M,17/07/10,178691184,27/07/10,7547,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,H,23/01/17,952195632,07/02/17,4702,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,H,07/08/10,496509349,08/08/10,7005,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,H,02/01/11,875502479,02/01/11,9494,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,17/09/13,510909593,24/10/13,8357,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,H,17/11/15,756897342,17/11/15,1598,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,25/08/15,620552718,04/09/15,4194,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,M,03/08/14,862566077,15/09/14,1325,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,06/01/14,980619323,12/02/14,5904,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,M,08/08/11,185932290,28/08/11,351,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,12/08/16,722131621,30/08/16,3649,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,M,12/01/10,508178031,12/02/10,27,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,H,09/04/12,576034057,04/05/12,133,421.89,364.69, Region.matches("Europe") == true failed
